Αφρική	Afrika
Μάριμπορ	Maribor
Πράσινο Ακρωτήριο	Kaapverdië
Τσέλιε	Celje
Λεσότο	Lesotho
Λιβερία	Liberia
Κόπερ	Koper (Slovenië)
Λιβύη	Libië
Άαχεν	Aken (stad)
Νόβα Γκόριτσα	Nova Gorica
Μαδαγασκάρη	Madagaskar
Μαλάουι	Malawi
Στουτγκάρδη	Stuttgart
Όρος Τρίγκλαβ	Triglav
Μαυριτανία	Mauritanië
Μαυρίκιος (κράτος)	Mauritius (land)
Μαρόκο	Marokko
Μοζαμβίκη	Mozambique
Ναμίμπια	Namibië
Νίγηρας	Niger (land)
Νιγηρία	Nigeria
Κάρολος Δαρβίνος	Charles Darwin
Ουγκάντα	Oeganda
Ρουάντα	Rwanda
Ζιρκόνιο	Zirkonium
Σάο Τομέ και Πρίνσιπε	Sao Tomé en Principe
Καρλσρούη	Karlsruhe (stad)
Σενεγάλη	Senegal
Σεϋχέλλες	Seychellen
Κάρολος Λινναίος	Carolus Linnaeus
Σιέρα Λεόνε	Sierra Leone
Σομαλία	Somalië
Νιόβιο	Niobium
Τζαβαχαρλάλ Νεχρού	Jawaharlal Nehru
Ιούλιος Καίσαρ	Julius Caesar
Σουδάν	Soedan
Σουαζιλάνδη	Swaziland
Ουράνιο τόξο	Regenboog (optica)
Μολυβδαίνιο	Molybdeen
Τεχνήτιο	Technetium
Αμβούργο	Hamburg
Μεταβολισμός	Stofwisseling
Ναρέντρα Μόντι	Narendra Modi
Ανοσοποιητικό σύστημα	Immuunsysteem
Γκουτζαράτ	Gujarat
Λίμνη Οντάριο	Ontariomeer
Εξέλιξη	Evolutie (biologie)
Αλεσσάντρο Μαντσόνι	Alessandro Manzoni
Οργανισμός Ηνωμένων Εθνών	Verenigde Naties
Λίμνη Σουπίριορ	Bovenmeer
Δάντης Αλιγκέρι	Dante Alighieri
Γεωλογία	Geologie
Αχμενταμπάντ	Ahmedabad (stad)
Γεωγραφία	Aardrijkskunde
Καρδιά	Hart
Εγκέφαλος	Hersenen
Δέρμα	Huid
Χρώμα	Kleur
Breaking Bad	Breaking Bad
Σαλέρνο	Salerno (stad)
Ουσιαστικό	Zelfstandig naamwoord
Πράγα	Praag
Ρουθήνιο	Ruthenium
Ρόδιο	Rhodium
Μπλε	Blauw (kleur)
Παλλάδιο	Palladium (element)
Άργυρος	Zilver
Κάδμιο	Cadmium
Σταρ Τρεκ	Star Trek
Λιμβουργία (Ολλανδία)	Limburg (Nederland)
Ίνδιο	Indium
Λιμβουργία (Βέλγιο)	Limburg (Belgische provincie)
Κασσίτερος	Tin (element)
Ουράνιο	Uranium
Αντιμόνιο	Antimoon
Τελλούριο	Telluur
Βόρεια Βραβάντη	Noord-Brabant
Πλουτώνιο	Plutonium
Ιώδιο	Jodium (element)
Ποσειδώνιο	Neptunium
Ξένο	Xenon
Άνιμε	Anime
Καίσιο	Cesium
Πρωτακτίνιο	Protactinium
Ηλεκτρικό φορτίο	Elektrische lading
Βάριο	Barium
Δυτική Φλάνδρα	West-Vlaanderen
Ανατολική Φλάνδρα	Oost-Vlaanderen
Θόριο	Thorium
Αμβέρσα (επαρχία)	Antwerpen (provincie)
Φλαμανδική Βραβάντη	Vlaams-Brabant
Άφνιο	Hafnium
Ακτίνιο (στοιχείο)	Actinium
Βαλλωνική Βραβάντη	Waals-Brabant
Ταντάλιο	Tantaal
Μπιλ Κλίντον	Bill Clinton
Ναμύρ (επαρχία)	Namen (provincie)
Λουξεμβούργο (Βελγική επαρχία)	Luxemburg (provincie)
Λιέγη (επαρχία)	Luik (provincie)
Ράδιο	Radium
Αινώ	Henegouwen
Ραδόνιο	Radon (element)
Λωρραίνη (περιοχή)	Lotharingen (Frankrijk)
Αλσατία	Elzas
Ζαν Φιλίπ Ραμώ	Jean-Philippe Rameau
Ίντιρα Γκάντι	Indira Gandhi
Εκτόρ Μπερλιόζ	Hector Berlioz
Μουμπάι	Bombay
Παγκόσμια Ομοσπονδία Κλασικού Αθλητισμού	International Association of Athletics Federations
Άντρα Πραντές	Andhra Pradesh
Λιμβουργία (αποσαφήνιση)	Limburg
Αρουνάτσαλ Πραντές	Arunachal Pradesh
Ασσάμ	Assam
Μπιχάρ	Bihar
Μίσιγκαν	Michigan
Τσατίσγκαρ	Chhattisgarh
Λίμνη Μίσιγκαν	Michiganmeer
Γκόα	Goa (India)
Βουργουνδία	Bourgondië (regio)
Χαρυάνα	Haryana
Χιμάτσαλ Πραντές	Himachal Pradesh
Μωρίς Ραβέλ	Maurice Ravel
Ακουιτανία	Aquitanië
Γιαμού και Κασμίρ	Jammu en Kasjmir (staat)
Πουέρτο Ρίκο	Puerto Rico
Τζαρκάντ	Jharkhand
Καρνάτακα	Karnataka
Κεράλα	Kerala
Μάντια Πραντές	Madhya Pradesh
Γιουσέιν Μπολτ	Usain Bolt
Μαχαράστρα	Maharashtra
Ζαν Μπατίστ Λυλί	Jean-Baptiste Lully
Μανιπούρ	Manipur
Σλέσβιχ-Χόλσταϊν	Sleeswijk-Holstein
Μεγκαλάγια	Meghalaya
Μεκλεμβούργο-Δυτική Πομερανία	Mecklenburg-Voor-Pommeren
Κάτω Σαξωνία	Nedersaksen
Βόρεια Ρηνανία-Βεστφαλία	Noordrijn-Westfalen
Έσση	Hessen
Ρηνανία-Παλατινάτο	Rijnland-Palts
Σάαρλαντ	Saarland
Σαξονία	Saksen (deelstaat)
Τζον Λένον	John Lennon
Ιλινόι	Illinois (staat)
Θουριγγία	Thüringen (deelstaat)
Σαξωνία-Άνχαλτ	Saksen-Anhalt
Βόρεια Ντακότα	North Dakota
Βραδεμβούργο	Brandenburg (deelstaat)
Βρέμη (ομόσπονδο κρατίδιο)	Vrije Hanzestad Bremen
Λομβαρδία	Lombardije
Νότια Ντακότα	South Dakota
Μοντάνα	Montana (staat)
Ουαϊόμινγκ	Wyoming
Πεδεμόντιο	Piëmont
Ιερουσαλήμ	Jeruzalem
Τζόρτζιο Ναπολιτάνο	Giorgio Napolitano
Αϊντάχο	Idaho
Κοιλάδα της Αόστα	Valle d'Aosta
Ουάσινγκτον (πολιτεία)	Washington (staat)
Κάρλο Ατσέλιο Τσιάμπι	Carlo Azeglio Ciampi
Μπρους Σπρίνγκστιν	Bruce Springsteen
Ραδερφόρντιο	Rutherfordium
Νεβάδα	Nevada (staat)
Ντον	Don (Rusland)
Φραντσέσκο Κοσίγκα	Francesco Cossiga
Ντούμπνιο	Dubnium
Σιμπόργκιο	Seaborgium
Τζοβάνι Λεόνε	Giovanni Leone
Τρεντίνο-Άλτο Άντιτζε	Trentino-Zuid-Tirol
Τζιουζέπε Σάραγκατ	Giuseppe Saragat
Ινδικός Ωκεανός	Indische Oceaan
Βένετο	Veneto
Κόσοβο	Kosovo
Καραϊβική Θάλασσα	Caraïbische Zee
Μπόριο	Bohrium
Φρίουλι-Βενέτσια Τζούλια	Friuli-Venezia Giulia
Χάσιο	Hassium
Μπαν Κι-μουν	Ban Ki-moon
Κόφι Ανάν	Kofi Annan
Κοσσυφοπέδιο και Μετόχια	Autonome Provincie Kosovo en Metohija (1990-1999)
Λιγουρία	Ligurië
Μπούτρος Μπούτρος - Γκάλι	Boutros Boutros-Ghali
Μαϊτνέριο	Meitnerium
Κουρτ Βαλντχάιμ	Kurt Waldheim
Κολοράντο	Colorado (staat)
Εμίλια-Ρομάνια	Emilia-Romagna
Ου Θαντ	U Thant
Ποταμός Κολοράντο	Colorado (rivier)
Νταρμστάντιο	Darmstadtium
Νταγκ Χάμαρσκελντ	Dag Hammarskjöld
Φρεντερίκ Σοπέν	Frédéric Chopin
Ρεντγκένιο	Röntgenium
Τοσκάνη	Toscane
Λέοναρντ Κόεν	Leonard Cohen
Κοπερνίκιο	Copernicium
Μάρκε	Marche (Italië)
Ούμπρια	Umbrië
Λάτιο	Lazio
Δολομίτες	Dolomieten
Αμπρούτσο	Abruzzen
Απέννινα όρη	Apennijnen
Άλπεις	Alpen
Γιανσενισμός	Jansenisme
Καρπάθια Όρη	Karpaten
Γκρενόμπλ	Grenoble
Μπλεζ Πασκάλ	Blaise Pascal
Φλαμανδικό Κοινοβούλιο	Vlaams Parlement
Ντάμα (παιχνίδι)	Dammen
Ντόρτμουντ	Dortmund
Γάνδη	Gent
Σικάγο	Chicago
The Beatles	The Beatles
Ουνούντριο	Ununtrium
Φλερόβιο	Flerovium
Ουνουνπέντιο	Ununpentium
Λιβερμόριο	Livermorium
Ουνουνσέπτιο	Ununseptium
Ουνουνόκτιο	Ununoctium
Κόμο	Como (stad)
Μάαστριχτ	Maastricht
Άρνεμ	Arnhem
Χειμώνας	Winter
Άνοιξη	Lente
Καλοκαίρι	Zomer
Φθινόπωρο	Herfst
Ισημερία	Equinox
Σαντάμ Χουσεΐν	Saddam Hoessein
Οσάμα μπιν Λάντεν	Osama bin Laden
Ισπανική γλώσσα	Spaans
Φρίντριχ Χάγιεκ	Friedrich von Hayek
Μοντεβιδέο	Montevideo (stad)
Γιόχαν Σεμπάστιαν Μπαχ	Johann Sebastian Bach
Αντόνιο Βιβάλντι	Antonio Vivaldi
Τολιάττι	Toljatti
Πίτσμπεργκ	Pittsburgh
Όπερα	Opera (muziek)
Φιλαδέλφεια (Πενσυλβάνια)	Philadelphia (Pennsylvania)
Καλκούτα	Calcutta
Opel Astra	Opel Astra
Τσεννάι	Madras
Δελχί	Delhi (stad)
Ντάκα	Dhaka (stad)
Μπανγκαλόρ	Bangalore
Δυτική Βεγγάλη	West-Bengalen
Αράχνη	Spinnen (dieren)
Αραχνίδια	Spinachtigen
Αρθρόποδα	Geleedpotigen
Χαϊντεραμπάντ (Ινδία)	Haiderabad (Andhra Pradesh)
Ισλαμαμπάντ	Islamabad
Τρίπουρα	Tripura
Καρπός	Vrucht (plant)
Χρήμα	Geld
Βιρτζίνια	Virginia (staat)
Δυτική Βιρτζίνια	West Virginia
Μάττερχορν	Matterhorn
Λίμνη Χιούρον	Huronmeer
Νέα Υόρκη (πολιτεία)	New York (staat)
Δημήτριο	Cerium
Πρασεοδύμιο	Praseodymium
Ρόουντ Άιλαντ	Rhode Island (staat)
Νεοδύμιο	Neodymium
Έντομα	Insecten
Μέριλαντ	Maryland
Ντέλαγουερ	Delaware
Βλαντιμίρ Λένιν	Vladimir Lenin
Ευρώπιο	Europium
Οχάιο	Ohio (staat)
Βιργίλιος	Vergilius
Νικολό Μακιαβέλι	Niccolò Machiavelli
Πενσυλβάνια	Pennsylvania
Πετράρχης	Francesco Petrarca
Βοκάκιος	Giovanni Boccaccio
Λουίτζι Πιραντέλλο	Luigi Pirandello
Οκταβιανός Αύγουστος	Imperator Caesar Augustus
Microsoft Windows	Microsoft Windows
Τιβέριος Καίσαρας Αύγουστος	Tiberius Iulius Caesar Augustus
Νιου Τζέρσεϊ	New Jersey
Γάιος Καλιγούλας	Caligula
Γιβραλτάρ	Gibraltar
Κλαύδιος	Claudius I
Φινλανδική γλώσσα	Fins
Νέρων	Nero (keizer)
Γάλβας	Galba (keizer)
Ιντιάνα	Indiana
Μάρκος Σάλβιος Όθων	Otho
Βιτέλλιος	Vitellius (keizer)
Nokia	Nokia (bedrijf)
Βεσπασιανός	Vespasianus
Αυτοκίνητο	Auto
Τίτος	Titus (keizer)
Γιουβέντους	Juventus FC
Δομιτιανός	Titus Flavius Domitianus
Νέρβας	Nerva (keizer)
Τραϊανός	Trajanus
Ρότζερ Φέντερερ	Roger Federer
Αδριανός	Hadrianus
Τζόρτζια	Georgia (staat)
Αντωνίνος Πίος	Antoninus Pius
Μάρκος Αυρήλιος	Marcus Aurelius
KDE	KDE
Λούκιος Βήρος	Lucius Verus
Κόμμοδος	Commodus
Ζάγκρεμπ	Zagreb
Πέρτιναξ	Pertinax (keizer)
Ρατζαστάν	Rajasthan
Καμπανία (Ιταλία)	Campania
Τέξας	Texas (staat)
Δίδιος Ιουλιανός	Didius Julianus
Σεπτίμιος Σεβήρος	Septimius Severus
Μολίζε	Molise
Ταμίλ Ναντού	Tamil Nadu
Καρακάλλας	Caracalla
Απουλία	Apulië
Γένοβα	Genua (stad)
Πινατούμπο	Mount Pinatubo
Μπαζιλικάτα	Basilicata
Βόρεια Καρολίνα	North Carolina
Χόκεϊ επί χόρτου	Hockey
Νότια Καρολίνα	South Carolina
ΟΚ Σαμπντόρια	UC Sampdoria
Καλαβρία	Calabrië
Σικελία	Sicilië
Μανίλα	Manilla
Σαρδηνία	Sardinië
Φερδινάντο Μάρκος	Ferdinand Marcos
Μπενίνιο Ακίνο ο Τρίτος	Benigno Aquino III
Λίγηρας	Loire (rivier)
Μαουρίτς Κορνέλις Έσερ	Maurits Cornelis Escher
Σηκουάνας	Seine
Νόσος του Crohn	Ziekte van Crohn
Ελκώδης κολίτιδα	Colitis ulcerosa
Μπορντό	Bordeaux (stad)
Κορασόν Ακίνο	Corazon Aquino
Μαγιόν	Mayon
Συστηματικός ερυθηματώδης λύκος	Systemische lupus erythematodes
Μπουένος Άιρες	Buenos Aires (stad)
Χάκερ	Hacker
Ρομπέρ Μπραζιγιάκ	Robert Brasillach
Πόλη του Μεξικού	Mexico-Stad
Τόκιο	Tokio
Λα Πας	La Paz (stad in Bolivia)
Βαρκελώνη	Barcelona (Spanje)
Μισισίπι	Mississippi (staat)
Φερδινάνδος Μαγγελάνος	Ferdinand Magellaan
Ποταμός Μισσισσιππής	Mississippi (rivier)
Ούταρ Πραντές	Uttar Pradesh
Ουταράχαντ	Uttarakhand
Μιζόραμ	Mizoram
Σικκίμ	Sikkim
Παταγονία	Patagonië
Τενεσί	Tennessee
Ρίχαρντ Βάγκνερ	Richard Wagner
Ρόμπερτ Λούις Στίβενσον	Robert Louis Stevenson
Ναγκπούρ	Nagpur (stad)
Τζάνις Τζόπλιν	Janis Joplin
Αμπιτζάν	Abidjan
Άμπου Ντάμπι	Abu Dhabi (stad)
Αστανά	Astana (stad)
Νέο Μεξικό	New Mexico
Ραμσής Β΄	Ramses II
Αθήνα	Athene (stad)
Μινεσότα	Minnesota
Βαγδάτη	Bagdad
Ραμσής Δ΄	Ramses IV
Καράκας	Caracas
Συγχρονισμένος Παγκόσμιος Χρόνος	UTC
Ουισκόνσιν	Wisconsin
Πούνε	Poona (stad)
Μάρκος Τύλλιος Κικέρων	Marcus Tullius Cicero
ΑΚ Μίλαν	AC Milan
Αϊόβα	Iowa (staat)
Νεμπράσκα	Nebraska
Πόλη της Γουατεμάλας	Guatemala-Stad
Κάνσας	Kansas (staat)
Αβάνα	Havana
Καπνός (φυτό)	Tabak
Χίντι	Hindi
Μαράτι (γλώσσα)	Marathi (taal)
Internet Explorer	Internet Explorer
Τσιγάρο	Sigaret
Γκανέσα	Ganesha
Μιζούρι (πολιτεία)	Missouri (staat)
Γκέοργκ Ωμ	Georg Ohm
Λουιζιάνα	Louisiana (staat)
Λουίτζι Γκαλβάνι	Luigi Galvani
Ναγκαλάντ	Nagaland
Κεντάκι	Kentucky
Alfa Romeo 159	Alfa Romeo 159
Αρκάνσας	Arkansas (staat)
Νηλ Άρμστρονγκ	Neil Armstrong
Ούρντου γλώσσα	Urdu
Τσαρλς Λίντμπεργκ	Charles Lindbergh
Εντίθ Πιάφ	Édith Piaf
Όσιγιεκ	Osijek
Έλβας	Elbe (rivier)
Ριέκα	Rijeka
Οκλαχόμα	Oklahoma
Γιόχαν Μπλέικ	Yohan Blake
Τζάστιν Γκάτλιν	Justin Gatlin
Δούναβης	Donau
Κιράνι Τζέιμς	Kirani James
Πεένε	Peene (Duitsland)
Σπλιτ	Split
Ρουρ	Ruhr
Ζακ Μπρελ	Jacques Brel
Μοζέλλας (ποταμός)	Moezel (rivier)
Μάιν	Main
Μοχάμεντ Μο Φάρα	Mohammed Farah
Νέκαρ	Neckar
Άαρ	Aare
Χάβελ	Havel (rivier)
Σπρέε	Spree
Φέλιξ Σάντσες	Félix Sánchez
Βόρεια Θάλασσα	Noordzee
Περιφέρεια Μόσχας	Oblast Moskou
Κίελο	Kiel (Duitsland)
Σβερίν	Schwerin
Πότσδαμ	Potsdam
Αννόβερο	Hannover (stad)
Ντίσελντορφ	Düsseldorf
Μάιντς	Mainz
Βίζμπαντεν	Wiesbaden
Ντουμπρόβνικ	Dubrovnik
Σααρμπρύκεν	Saarbrücken
Μόναχο	München
Περιφέρεια Σαμάρα	Oblast Samara
Έρφουρτ	Erfurt
Δρέσδη	Dresden
Μαγδεβούργο	Maagdenburg (stad)
Πετοσφαίριση	Volleybal
Ίνσμπρουκ	Innsbruck
Μπρέγκεντζ	Bregenz (stad)
Μουτάζ Εσά Μπαρσίμ	Mutaz Essa Barshim
Uchiha Sasuke	Uchiha Sasuke
Βιέννη	Wenen
Ρενό Λαβιλενί	Renaud Lavillenie
Μαντόνα	Madonna (zangeres)
Κοπεγχάγη	Kopenhagen
Περιφέρεια Καλίνινγκραντ	Oblast Kaliningrad
Μακρίνος	Macrinus (keizer)
Στοκχόλμη	Stockholm
Ελσίνκι	Helsinki
Περιφέρεια Μούρμανσκ	Oblast Moermansk
Δουβλίνο	Dublin
Ηλιογάβαλος	Elagabalus
Μούρμανσκ	Moermansk
Ρέικιαβικ	Reykjavik
Ρόμπερτ Χάρτινγκ	Robert Harting
Hatake Kakashi	Hatake Kakashi
Έλλα Φιτζέραλντ	Ella Fitzgerald
Αλέξανδρος Σεβήρος	Severus Alexander
Ταλίν	Tallinn
Ρίγα	Riga
Ζανζιβάρη	Zanzibar (staat)
Μαξιμίνος Θραξ	Maximinus I Thrax
Λούις Άρμστρονγκ	Louis Armstrong
Μπρατισλάβα	Bratislava
Βουδαπέστη	Boedapest
Γορδιανός Α΄	Gordianus I
Κόζι Μουροφούσι	Koji Murofushi
Σαρλ Αζναβούρ	Charles Aznavour
Άστον Ήτον	Ashton Eaton
Γκντανσκ	Gdańsk
Φραγκφούρτη	Frankfurt am Main
Πουπιένος	Pupienus
Βρότσλαβ	Wrocław
Κοτσί	Kochi (India)
Λανθάνιο	Lanthaan
Γορδιανός Β΄	Gordianus II
Βαλβίνος	Balbinus
Προμήθειο	Promethium
Αστρονομική μονάδα	Astronomische eenheid
Γορδιανός Γ΄	Gordianus III
Σαιν-Τροπέ	Saint-Tropez
Φίλιππος ο Άραβας	Philippus I Arabs
Σαμάριο	Samarium
Καλίνινγκραντ	Kaliningrad
Δέκιος	Decius
Γαδολίνιο	Gadolinium
Death Note	Death Note
Ζινεντίν Ζιντάν	Zinédine Zidane
Τέρβιο	Terbium
Λουξεμβούργο (πόλη)	Luxemburg (stad)
Δυσπρόσιο	Dysprosium
Βαντούζ	Vaduz
Αγία Γραφή	Bijbel (christendom)
Όλμιο	Holmium
Άγιος Μαρίνος (πόλη)	San Marino (stad)
Έρβιο	Erbium
Πνομ Πεν	Phnom Penh
Αρχάγγελσκ	Archangelsk
Αστρονομία ακτίνων Χ	Röntgenastronomie
Θούλιο	Thulium
Χο Τσι Μιν (πόλη)	Ho Chi Minhstad
Υττέρβιο	Ytterbium
Λουτήτιο	Lutetium
Ανόι	Hanoi
Αληθινή Εκκλησία του Ιησού	Ware Jezuskerk
Αγγλική γλώσσα	Engels
Μπανγκόκ	Bangkok
Ανδόρρα λα Βέλια	Andorra la Vella
Κουάλα Λουμπούρ	Kuala Lumpur
Ταϊπέι	Taipei (stad)
Αμερίκιο	Americium
Οδησσός	Odessa (stad)
Περιφέρεια Αρχάγγελσκ	Oblast Archangelsk
Κιούριο	Curium
Ντονγκ Χόι	Đồng Hới
Κονσεπσιόν	Concepción (Chili)
Μπερκέλιο	Berkelium
Αταλάντα ΜΚ	Atalanta Bergamo
Καλιφόρνιο	Californium
Διπλωματικές σχέσεις	Diplomatie
Μπολόνια	Bologna (stad)
Αϊνσταΐνιο	Einsteinium
Μπολόνια ΦΚ 1909	Bologna FC 1909
Πετροζαβόντσκ	Petrozavodsk
Φέρμιο	Fermium
Κάλιαρι	Cagliari (stad)
Μεντελέβιο	Mendelevium
Κίεβο	Kiev
Κάλιαρι Κάλτσιο	Cagliari Calcio
Νομπέλιο	Nobelium
Κατάνια	Catania (stad)
Οντάριο	Ontario
Λωρένσιο	Lawrencium
Καζέρτα	Caserta (stad)
Ουγκό Λορίς	Hugo Lloris
Ματιέ Ντεμπυσί	Mathieu Debuchy
Γιοάν Καμπάιγ	Yohan Cabaye
Ολιβιέ Ζιρού	Olivier Giroud
Καρίμ Μπενζεμά	Karim Benzema
Δημοκρατία της Καρελίας	Karelië (deelrepubliek)
Λοράν Κοσιελνί	Laurent Koscielny
Πατρίς Εβρά	Patrice Evra
Φρανκ Ριμπερί	Franck Ribéry
Ματιέ Βαλμπουενά	Mathieu Valbuena
Σαμίρ Νασρί	Samir Nasri
Ζερεμί Μενέζ	Jérémy Ménez
Στεβ Μανταντά	Steve Mandanda
Χατέμ Μπεν Αρφά	Hatem Ben Arfa
Οττάβα	Ottawa (stad)
Σίντνεϊ Γκοβού	Sidney Govou
Ερίκ Αμπιντάλ	Éric Abidal
Τζιμπρίλ Σισέ	Djibril Cissé
Νικολά Ανελκά	Nicolas Anelka
