ทวีปแอฟริกา	Afrika
ฟิโอดอร์ ดอสโตเยฟสกี	Fjodor Dostojevski
อาเมอร์สโฟร์ต	Amersfoort
คาบสมุทรคัมชัตคา	Kamtsjatka (schiereiland)
ทบิลิซิ	Tbilisi
แอสทาทีน	Astaat
ประเทศกาบอง	Gabon
มหาตมา คานธี	Mohandas Karamchand Gandhi
การ์ตูนช่อง	Stripverhaal
ประเทศแกมเบีย	Gambia (land)
ประเทศกินี	Guinee
ประเทศกินี-บิสเซา	Guinee-Bissau
ประเทศโกตดิวัวร์	Ivoorkust
ประเทศแคเมอรูน	Kameroen
มารีบอร์	Maribor
ประเทศกาบูเวร์ดี	Kaapverdië
ประเทศเลโซโท	Lesotho
ประเทศไลบีเรีย	Liberia
ประเทศลิเบีย	Libië
อาเคิน	Aken (stad)
ประเทศมาดากัสการ์	Madagaskar
ประเทศมาลาวี	Malawi
ชตุทท์การ์ท	Stuttgart
ประเทศมอริเตเนีย	Mauritanië
ชาวโปแลนด์	Polen (volk)
ประเทศมอริเชียส	Mauritius (land)
ประเทศโมร็อกโก	Marokko
ประเทศโมซัมบิก	Mozambique
ประเทศนามิเบีย	Namibië
ประเทศไนเจอร์	Niger (land)
ประเทศไนจีเรีย	Nigeria
ชาลส์ ดาร์วิน	Charles Darwin
ประเทศยูกันดา	Oeganda
ประเทศรวันดา	Rwanda
เซอร์โคเนียม	Zirkonium
ประเทศเซาตูเมและปรินซิปี	Sao Tomé en Principe
คาร์ลสรูเออ	Karlsruhe (stad)
ประเทศเซเนกัล	Senegal
ประเทศเซเชลส์	Seychellen
คาโรลัส ลินเนียส	Carolus Linnaeus
ประเทศเซียร์ราลีโอน	Sierra Leone
ประเทศโซมาเลีย	Somalië
ไนโอเบียม	Niobium
ชวาหระลาล เนห์รู	Jawaharlal Nehru
จูเลียส ซีซาร์	Julius Caesar
ประเทศซูดาน	Soedan
ประเทศสวาซิแลนด์	Swaziland
รุ้งกินน้ำ	Regenboog (optica)
โมลิบดีนัม	Molybdeen
เทคนีเชียม	Technetium
ฮัมบูร์ก	Hamburg
เมแทบอลิซึม	Stofwisseling
นเรนทระ โมที	Narendra Modi
ระบบภูมิคุ้มกัน	Immuunsysteem
รัฐคุชราต	Gujarat
ทะเลสาบออนแทรีโอ	Ontariomeer
วิวัฒนาการ	Evolutie (biologie)
สหประชาชาติ	Verenigde Naties
ทะเลสาบสุพีเรีย	Bovenmeer
ดันเต อาลีกีเอรี	Dante Alighieri
ธรณีวิทยา	Geologie
อัห์มดาบาด	Ahmedabad (stad)
ภูมิศาสตร์	Aardrijkskunde
หัวใจ	Hart
สมอง	Hersenen
ผิวหนัง	Huid
สี	Kleur
เบรกกิงแบด	Breaking Bad
คำนาม	Zelfstandig naamwoord
ปราก	Praag
รูทีเนียม	Ruthenium
โรเดียม	Rhodium
สีน้ำเงิน	Blauw (kleur)
แพลเลเดียม	Palladium (element)
เงิน (โลหะ)	Zilver
แคดเมียม	Cadmium
สตาร์ เทรค	Star Trek
จังหวัดลิมบูร์ก (เนเธอร์แลนด์)	Limburg (Nederland)
อินเดียม	Indium
มณฑลลิมเบิร์ก (เบลเยียม)	Limburg (Belgische provincie)
ดีบุก	Tin (element)
สถานีรถไฟกลางเบอร์ลิน	Berlin Hauptbahnhof
ยูเรเนียม	Uranium
พลวง	Antimoon
เทลลูเรียม	Telluur
จังหวัดนอร์ทบราแบนต์	Noord-Brabant
พลูโทเนียม	Plutonium
ไอโอดีน	Jodium (element)
เฮเมอร์	Hemer
เนปทูเนียม	Neptunium
ซีนอน	Xenon
อะนิเมะ	Anime
ซีเซียม	Cesium
โพรแทกทิเนียม	Protactinium
ประจุไฟฟ้า	Elektrische lading
แบเรียม	Barium
จังหวัดฟลานเดอร์ตะวันตก	West-Vlaanderen
จังหวัดฟลานเดอร์ตะวันออก	Oost-Vlaanderen
ทอเรียม	Thorium
มณฑลแอนต์เวิร์ป	Antwerpen (provincie)
มณฑลเฟลมิชบราบันต์	Vlaams-Brabant
แฮฟเนียม	Hafnium
แอกทิเนียม	Actinium
มณฑลวัลลูนบราบันต์	Waals-Brabant
แทนทาลัม	Tantaal
บิล คลินตัน	Bill Clinton
มณฑลนามูร์	Namen (provincie)
มณฑลลักเซมเบิร์ก	Luxemburg (provincie)
มณฑลลีแยฌ	Luik (provincie)
เรเดียม	Radium
มณฑลแอโน	Henegouwen
เรดอน	Radon (element)
แคว้นลอแรน	Lotharingen (Frankrijk)
แคว้นอาลซัส	Elzas
อินทิรา คานธี	Indira Gandhi
เมอร์คิวรี (เทพปกรณัม)	Mercurius (mythologie)
แอ็กตอร์ แบร์ลีโยซ	Hector Berlioz
แคว้นโอแวร์ญ	Auvergne
บุสโตอาร์ซีซีโอ	Busto Arsizio
มุมไบ	Bombay
สหพันธ์สมาคมกรีฑานานาชาติ	International Association of Athletics Federations
รัฐอานธรประเทศ	Andhra Pradesh
รัฐอรุณาจัลประเทศ	Arunachal Pradesh
รัฐอัสสัม	Assam
รัฐพิหาร	Bihar
รัฐมิชิแกน	Michigan
รัฐฉัตติสครห์	Chhattisgarh
ทะเลสาบมิชิแกน	Michiganmeer
รัฐกัว	Goa (India)
แคว้นบูร์กอญ	Bourgondië (regio)
รัฐหรยาณา	Haryana
รัฐหิมาจัลประเทศ	Himachal Pradesh
แคว้นอากีแตน	Aquitanië
รัฐชัมมูและกัศมีร์	Jammu en Kasjmir (staat)
เปอร์โตริโก	Puerto Rico
รัฐฌารขัณฑ์	Jharkhand
รัฐกรณาฏกะ	Karnataka
รัฐเกรละ	Kerala
รัฐมัธยประเทศ	Madhya Pradesh
ยูเซน โบลต์	Usain Bolt
แคว้นลีมูแซ็ง	Limousin
รัฐมหาราษฏระ	Maharashtra
ฌ็อง-บาติสต์ ลูว์ลี	Jean-Baptiste Lully
รัฐมณีปุระ	Manipur
รัฐชเลสวิก-โฮลชไตน์	Sleeswijk-Holstein
รัฐเมฆาลัย	Meghalaya
รัฐเมคเลนบูร์ก-ฟอร์พอมเมิร์น	Mecklenburg-Voor-Pommeren
รัฐโลว์เออร์แซกโซนี	Nedersaksen
รัฐนอร์ดไรน์-เวสท์ฟาเลิน	Noordrijn-Westfalen
รัฐเฮสเซิน	Hessen
รัฐไรน์ลันด์-พฟัลซ์	Rijnland-Palts
รัฐซาร์ลันด์	Saarland
รัฐซัคเซิน	Saksen (deelstaat)
จอห์น เลนนอน	John Lennon
รัฐอิลลินอยส์	Illinois (staat)
รัฐเทือริงเงิน	Thüringen (deelstaat)
รัฐแซกโซนี-อันฮัลต์	Saksen-Anhalt
รัฐนอร์ทดาโคตา	North Dakota
รัฐบรันเดนบูร์ก	Brandenburg (deelstaat)
รัฐเบรเมิน	Vrije Hanzestad Bremen
แคว้นลอมบาร์เดีย	Lombardije
รัฐเซาท์ดาโคตา	South Dakota
รัฐมอนแทนา	Montana (staat)
รัฐไวโอมิง	Wyoming
แคว้นปีเอมอนเต	Piëmont
เยรูซาเลม	Jeruzalem
จอร์โจ นาโปลีตาโน	Giorgio Napolitano
รัฐไอดาโฮ	Idaho
แคว้นปกครองตนเองวัลเลดาออสตา	Valle d'Aosta
รัฐวอชิงตัน	Washington (staat)
บรูซ สปริงส์ทีน	Bruce Springsteen
รัทเทอร์ฟอร์เดียม	Rutherfordium
รัฐเนวาดา	Nevada (staat)
แม่น้ำดอน	Don (Rusland)
ดุบเนียม	Dubnium
ซีบอร์เกียม	Seaborgium
แคว้นปกครองตนเองเตรนตีโน-อัลโตอาดีเจ	Trentino-Zuid-Tirol
มหาสมุทรอินเดีย	Indische Oceaan
แคว้นเวเนโต	Veneto
ประเทศคอซอวอ	Kosovo
ทะเลแคริบเบียน	Caraïbische Zee
โบห์เรียม	Bohrium
แคว้นปกครองตนเองฟรีอูลี-เวเนเซียจูเลีย	Friuli-Venezia Giulia
ฮัสเซียม	Hassium
พัน กี-มุน	Ban Ki-moon
โคฟี แอนนัน	Kofi Annan
แคว้นลิกูเรีย	Ligurië
ไมต์เนเรียม	Meitnerium
รัฐโคโลราโด	Colorado (staat)
แคว้นเอมีเลีย-โรมัญญา	Emilia-Romagna
อู ถั่น	U Thant
แม่น้ำโคโลราโด	Colorado (rivier)
ดาร์มสตัดเทียม	Darmstadtium
เฟรเดริก ชอแป็ง	Frédéric Chopin
แยม	Jam (voedingsmiddel)
ทรีฟ ลี	Trygve Lie
เรินต์เกเนียม	Röntgenium
แคว้นทัสกานี	Toscane
โคเปอร์นิเซียม	Copernicium
แคว้นมาร์เก	Marche (Italië)
แคว้นอุมเบรีย	Umbrië
หมวดหมู่:หมวดหมู่	Categorie:Alles
แคว้นลาซีโอ	Lazio
แคว้นอาบรุซโซ	Abruzzen
เทือกเขาแอเพนไนน์	Apennijnen
เทือกเขาแอลป์	Alpen
เทือกเขาคาร์เพเทียน	Karpaten
แบลซ ปัสกาล	Blaise Pascal
หมากฮอส	Dammen
ดอร์ทมุนด์	Dortmund
เกนต์	Gent
ชิคาโก	Chicago
เดอะบีเทิลส์	The Beatles
อูนอูนเทรียม	Ununtrium
ฟลีโรเวียม	Flerovium
อูนอูนเพนเทียม	Ununpentium
ลิเวอร์มอเรียม	Livermorium
อูนอูนเซปเทียม	Ununseptium
อูนอูนออกเทียม	Ununoctium
มาสทริชท์	Maastricht
อาร์เนม	Arnhem
ฤดูหนาว	Winter
ฤดูใบไม้ผลิ	Lente
ฤดูร้อน	Zomer
ฤดูใบไม้ร่วง	Herfst
วิษุวัต	Equinox
ซัดดัม ฮุสเซน	Saddam Hoessein
อุซามะฮ์ บิน ลาดิน	Osama bin Laden
ภาษาสเปน	Spaans
มอนเตวิเดโอ	Montevideo (stad)
โยฮันน์ เซบาสเตียน บาค	Johann Sebastian Bach
อันโตนีโอ วีวัลดี	Antonio Vivaldi
